num_caracteres,num_palavras,num_paragrafos,tamanho_medio_paragrafos,palavras_unicas,repeticao_palavras,tamanho_medio_palavras,erros_ortograficos,erros_gramaticais,erros_concordancia,nota
585,95,4,145.5,66,1.4393939393939394,5.157894736842105,0,2,0,0.0
1390,223,4,346.75,141,1.5815602836879432,5.233183856502242,2,5,0,0.5
1337,202,5,266.6,153,1.3202614379084967,5.623762376237623,3,2,0,1.0
1057,180,4,263.5,115,1.565217391304348,4.877777777777778,2,4,0,1.0
1212,193,4,302.25,135,1.4296296296296296,5.284974093264249,5,7,0,1.0
1624,279,4,405.25,191,1.4607329842931938,4.82437275985663,13,7,0,1.5
1453,234,4,362.5,149,1.570469798657718,5.205128205128205,1,7,0,1.0
907,144,4,226.0,112,1.2857142857142858,5.298611111111111,6,14,0,0.5
1119,183,4,279.0,129,1.4186046511627908,5.120218579234972,6,6,0,1.0
893,135,7,126.71428571428571,97,1.3917525773195876,5.622222222222222,6,4,0,0.0
1651,270,4,412.0,191,1.4136125654450262,5.107407407407408,6,3,0,1.0
1732,280,4,432.25,179,1.5642458100558658,5.185714285714286,5,11,0,1.0
1617,251,4,403.5,172,1.4593023255813953,5.430278884462151,3,1,0,1.0
1323,206,5,263.8,137,1.5036496350364963,5.427184466019417,1,2,0,1.0
1653,251,4,412.5,169,1.485207100591716,5.585657370517929,5,2,0,2.0
1187,204,4,296.0,136,1.5,4.823529411764706,5,1,0,0.0
1297,199,3,431.6666666666667,144,1.3819444444444444,5.517587939698492,8,1,0,2.0
1731,275,4,432.0,175,1.5714285714285714,5.290909090909091,4,8,0,1.5
1887,285,4,471.0,183,1.5573770491803278,5.621052631578947,11,2,0,1.0
1453,227,4,362.5,155,1.4645161290322581,5.400881057268722,4,3,0,1.5
1192,193,4,297.25,122,1.5819672131147542,5.176165803108808,4,2,0,2.0
1491,263,4,372.0,157,1.6751592356687899,4.650190114068441,0,14,0,0.5
2222,369,4,554.75,218,1.6926605504587156,5.018970189701897,1,9,0,1.0
1442,230,4,359.75,164,1.4024390243902438,5.273913043478261,7,7,0,2.0
20,3,1,20.0,3,1.0,6.0,0,0,0,1.5
1396,219,4,348.25,142,1.5422535211267605,5.36986301369863,2,5,0,1.0
1709,281,5,341.0,158,1.7784810126582278,5.085409252669039,2,3,0,1.0
975,155,4,243.0,115,1.3478260869565217,5.27741935483871,1,4,0,1.0
1433,217,4,357.5,145,1.4965517241379311,5.6036866359447,4,6,0,1.0
720,126,3,239.33333333333334,97,1.2989690721649485,4.722222222222222,2,13,0,0.0
1415,239,4,353.0,156,1.5320512820512822,4.920502092050209,7,12,0,0.5
1392,225,4,347.25,157,1.4331210191082802,5.1866666666666665,3,2,0,1.0
1443,244,4,360.0,165,1.4787878787878788,4.913934426229508,4,1,0,1.0
1620,265,4,404.25,190,1.394736842105263,5.1169811320754715,5,6,0,1.0
1512,242,4,377.25,163,1.4846625766871167,5.25206611570248,8,3,0,2.0
1187,186,5,236.6,142,1.3098591549295775,5.381720430107527,0,0,0,1.0
1876,294,4,468.25,194,1.5154639175257731,5.374149659863946,6,6,0,1.0
2177,330,5,434.6,220,1.5,5.6,6,3,0,2.0
1344,211,5,268.0,154,1.37012987012987,5.374407582938389,8,11,0,1.5
1698,277,4,423.75,187,1.481283422459893,5.129963898916968,10,5,0,1.0
1110,174,4,276.75,120,1.45,5.385057471264368,6,3,0,1.0
1674,280,4,417.75,185,1.5135135135135136,4.982142857142857,9,11,0,1.0
2450,375,4,611.75,246,1.524390243902439,5.536,13,11,0,2.0
1313,213,4,327.5,163,1.3067484662576687,5.169014084507042,8,12,0,1.0
1772,268,3,590.0,188,1.425531914893617,5.611940298507463,9,2,0,1.0
1056,174,3,351.3333333333333,121,1.43801652892562,5.068965517241379,2,6,0,0.5
1743,272,4,435.0,175,1.5542857142857143,5.408088235294118,6,9,0,1.5
1572,262,4,392.25,165,1.587878787878788,5.0,7,9,0,1.0
1541,243,5,307.4,172,1.4127906976744187,5.333333333333333,15,16,0,1.0
1971,319,5,393.4,212,1.5047169811320755,5.181818181818182,13,11,0,1.5
2466,400,5,492.4,271,1.4760147601476015,5.1675,9,5,0,1.5
2090,363,4,521.75,200,1.815,4.757575757575758,3,3,0,1.5
1250,196,4,311.75,134,1.462686567164179,5.377551020408164,7,5,0,1.0
1565,242,5,312.2,177,1.3672316384180792,5.466942148760331,4,6,0,1.0
1165,192,5,232.2,132,1.4545454545454546,5.072916666666667,2,4,0,0.5
1260,210,4,314.25,134,1.5671641791044777,4.995238095238095,6,7,0,1.5
1492,240,5,297.6,157,1.5286624203821657,5.216666666666667,5,3,0,1.5
1471,257,6,244.33333333333334,164,1.5670731707317074,4.723735408560311,5,2,0,0.5
1191,180,4,297.0,128,1.40625,5.6,2,6,0,1.5
1186,192,4,295.75,130,1.476923076923077,5.166666666666667,5,15,0,0.5
1818,270,4,453.75,193,1.3989637305699483,5.733333333333333,4,2,0,1.0
1800,285,3,599.3333333333334,180,1.5833333333333333,5.319298245614035,6,3,0,1.5
1498,238,5,298.8,170,1.4,5.298319327731092,5,1,0,1.0
1215,190,5,242.2,152,1.25,5.4,8,5,0,1.0
1730,279,5,345.2,184,1.516304347826087,5.200716845878136,9,2,0,1.5
1294,226,4,322.75,151,1.4966887417218544,4.721238938053097,4,5,0,1.0
1190,196,4,296.75,144,1.3611111111111112,5.076530612244898,10,7,0,0.5
1122,188,5,223.6,128,1.46875,4.962765957446808,3,9,0,0.5
1209,194,5,241.0,143,1.3566433566433567,5.231958762886598,5,2,0,1.0
1113,176,4,277.5,122,1.4426229508196722,5.323863636363637,3,5,0,0.5
1287,210,4,321.0,143,1.4685314685314685,5.133333333333334,9,5,0,1.0
1585,259,4,395.5,163,1.5889570552147239,5.11969111969112,3,7,0,1.0
964,145,4,240.25,108,1.3425925925925926,5.641379310344828,7,3,0,1.0
1438,217,4,358.75,156,1.391025641025641,5.631336405529954,6,4,0,1.0
1266,198,3,421.3333333333333,137,1.4452554744525548,5.388888888888889,3,8,0,1.0
1242,188,4,309.75,133,1.413533834586466,5.6063829787234045,4,4,0,1.0
2130,311,5,425.2,206,1.5097087378640777,5.84887459807074,9,0,0,1.0
1301,200,4,324.5,138,1.4492753623188406,5.51,7,2,0,1.0
1517,261,4,378.5,163,1.6012269938650308,4.812260536398467,5,6,0,1.5
1795,258,5,358.2,173,1.4913294797687862,5.953488372093023,14,3,0,0.5
1853,279,4,462.5,188,1.4840425531914894,5.641577060931899,6,4,0,1.0
1316,209,5,262.4,135,1.548148148148148,5.29665071770335,6,10,0,0.5
1052,150,4,262.25,117,1.2820512820512822,6.02,5,1,0,1.0
1879,294,4,469.0,198,1.4848484848484849,5.391156462585034,4,11,0,1.5
1393,215,4,347.5,162,1.3271604938271604,5.47906976744186,6,10,0,1.0
1263,182,4,315.0,133,1.368421052631579,5.917582417582418,6,9,0,1.0
1799,289,4,449.0,200,1.445,5.204152249134948,11,6,0,1.0
1506,224,4,375.75,159,1.4088050314465408,5.727678571428571,9,3,0,1.5
1322,201,5,263.6,142,1.4154929577464788,5.582089552238806,6,2,0,1.5
1299,205,5,259.0,145,1.4137931034482758,5.331707317073171,6,7,0,0.0
1589,233,4,396.5,163,1.4294478527607362,5.815450643776824,8,4,0,1.0
1567,243,4,391.0,161,1.5093167701863355,5.448559670781893,4,2,0,0.5
2130,344,5,425.2,222,1.5495495495495495,5.188953488372093,7,5,0,2.0
1721,303,4,429.5,177,1.7118644067796611,4.66996699669967,4,13,0,1.0
1662,268,4,414.75,172,1.558139534883721,5.205223880597015,5,5,0,1.5
1430,243,4,356.75,157,1.5477707006369428,4.888888888888889,7,6,0,1.0
2067,347,4,516.0,199,1.743718592964824,4.959654178674351,7,4,0,1.5
1702,306,5,339.6,174,1.7586206896551724,4.5588235294117645,3,15,0,0.5
1441,215,4,359.5,155,1.3870967741935485,5.693023255813953,9,4,0,0.5
1835,299,4,458.0,177,1.689265536723164,5.137123745819398,10,5,0,0.5
2021,296,4,504.5,197,1.50253807106599,5.824324324324325,9,1,0,1.0
1540,266,5,307.2,180,1.4777777777777779,4.785714285714286,12,11,0,0.0
1863,289,4,465.0,194,1.4896907216494846,5.449826989619377,6,3,0,1.5
1365,234,5,272.2,148,1.5810810810810811,4.837606837606837,1,0,0,1.0
1388,219,4,346.25,162,1.3518518518518519,5.333333333333333,12,3,0,1.5
1293,227,4,322.5,158,1.4367088607594938,4.700440528634362,2,3,0,1.0
1280,203,6,212.5,153,1.326797385620915,5.310344827586207,1,2,0,0.5
1130,185,3,376.0,135,1.3703703703703705,5.113513513513514,2,4,0,0.5
1269,209,3,422.3333333333333,147,1.4217687074829932,5.07177033492823,8,5,0,0.5
1063,176,4,265.0,116,1.5172413793103448,5.0397727272727275,1,4,0,1.0
2033,336,4,507.5,219,1.5342465753424657,5.0476190476190474,11,5,0,1.5
2280,351,4,569.25,235,1.4936170212765958,5.495726495726496,12,1,0,2.0
932,154,4,232.25,114,1.3508771929824561,5.0519480519480515,5,5,0,1.0
2097,346,4,523.5,213,1.624413145539906,5.0491329479768785,5,15,0,1.0
1309,227,4,326.5,146,1.5547945205479452,4.757709251101321,5,6,0,1.0
1388,228,4,346.25,152,1.5,5.092105263157895,3,5,0,1.0
1522,258,4,379.75,171,1.5087719298245614,4.895348837209302,4,7,0,1.0
1442,242,4,359.75,156,1.5512820512820513,4.962809917355372,4,7,0,1.0
1128,190,4,281.25,131,1.450381679389313,4.942105263157894,5,1,0,2.0
1682,266,4,419.75,180,1.4777777777777779,5.315789473684211,9,8,0,1.0
1190,178,4,296.75,126,1.4126984126984128,5.674157303370786,3,8,0,1.0
1672,272,4,417.25,179,1.5195530726256983,5.132352941176471,8,13,0,0.5
1451,235,5,289.4,159,1.4779874213836477,5.178723404255319,3,5,0,2.0
1836,295,4,458.25,195,1.5128205128205128,5.220338983050848,8,11,0,1.0
1028,167,4,256.25,129,1.2945736434108528,5.155688622754491,4,2,0,0.5
1124,185,4,280.25,128,1.4453125,5.07027027027027,3,3,0,1.0
1413,231,3,470.3333333333333,153,1.5098039215686274,5.103896103896104,3,10,0,1.0
1571,271,5,313.4,170,1.5941176470588236,4.800738007380073,0,7,0,1.0
1539,228,4,384.0,156,1.4615384615384615,5.754385964912281,4,3,0,0.5
1097,177,4,273.5,119,1.4873949579831933,5.203389830508475,4,2,0,0.5
1390,228,4,346.75,147,1.5510204081632653,5.100877192982456,1,6,0,0.5
1176,193,6,195.16666666666666,137,1.4087591240875912,5.0880829015544045,3,10,0,0.5
1667,272,5,332.6,172,1.5813953488372092,5.1286764705882355,0,6,0,1.0
2021,350,5,403.4,204,1.7156862745098038,4.777142857142858,16,8,0,1.0
1036,184,3,344.6666666666667,128,1.4375,4.625,7,8,0,0.5
1349,238,4,336.5,148,1.6081081081081081,4.65546218487395,3,6,0,1.0
1418,250,4,353.75,172,1.4534883720930232,4.676,6,8,0,1.0
1716,292,5,342.4,194,1.5051546391752577,4.873287671232877,3,6,0,1.0
1327,226,4,331.0,152,1.486842105263158,4.876106194690266,4,2,0,1.0
1022,177,3,340.0,119,1.4873949579831933,4.7740112994350286,5,5,0,1.0
1568,258,5,312.8,175,1.4742857142857142,5.0813953488372094,7,4,0,1.0
1022,174,4,254.75,120,1.45,4.862068965517241,2,4,0,1.0
880,147,4,219.25,106,1.3867924528301887,4.993197278911564,2,8,0,0.5
1740,280,4,434.25,185,1.5135135135135136,5.2178571428571425,6,2,0,1.5
1578,257,5,314.8,173,1.4855491329479769,5.143968871595331,2,0,0,1.0
1212,208,4,302.25,135,1.5407407407407407,4.831730769230769,4,13,0,0.5
1270,209,4,316.75,154,1.3571428571428572,5.076555023923445,1,4,0,1.0
1849,313,4,461.5,186,1.6827956989247312,4.888178913738019,7,10,0,0.5
1067,167,5,212.6,118,1.4152542372881356,5.395209580838324,8,8,0,0.5
1765,297,4,440.5,191,1.5549738219895288,4.936026936026936,6,5,0,1.0
884,154,4,220.25,109,1.4128440366972477,4.746753246753247,2,5,0,0.5
1798,303,5,358.8,184,1.6467391304347827,4.930693069306931,3,4,0,0.5
752,130,4,187.25,91,1.4285714285714286,4.7846153846153845,3,9,0,1.0
1314,205,4,327.75,140,1.4642857142857142,5.414634146341464,7,2,0,1.0
1142,187,5,227.6,125,1.496,5.112299465240642,2,3,0,1.0
1230,191,5,245.2,131,1.4580152671755726,5.445026178010472,5,0,0,2.0
1043,176,4,260.0,113,1.5575221238938053,4.931818181818182,3,3,0,1.0
1167,188,4,291.0,132,1.4242424242424243,5.212765957446808,7,2,0,1.5
1210,183,5,241.2,136,1.3455882352941178,5.60655737704918,9,5,0,1.0
1044,175,4,260.25,121,1.4462809917355373,4.9714285714285715,1,0,0,1.0
1828,291,4,456.25,190,1.5315789473684212,5.278350515463917,8,4,0,1.0
1350,221,5,269.2,167,1.3233532934131738,5.108597285067873,8,6,0,1.5
1097,169,5,218.6,126,1.3412698412698412,5.485207100591716,10,4,0,0.0
1237,200,4,308.5,146,1.36986301369863,5.18,6,11,0,1.0
1039,155,5,207.0,114,1.3596491228070176,5.709677419354839,7,1,0,1.5
1124,189,5,224.0,141,1.3404255319148937,4.947089947089947,11,5,0,1.0
1460,261,4,364.25,145,1.8,4.597701149425287,2,5,0,0.5
1551,253,4,387.0,168,1.505952380952381,5.102766798418973,8,9,0,0.5
1346,227,4,335.75,151,1.5033112582781456,4.92511013215859,0,5,0,0.5
1172,195,5,233.6,132,1.4772727272727273,5.015384615384615,7,4,0,0.5
1218,216,4,303.75,149,1.4496644295302012,4.625,8,7,0,1.0
1308,204,4,326.25,133,1.5338345864661653,5.416666666666667,8,5,0,1.0
1729,277,5,345.0,180,1.538888888888889,5.241877256317689,6,3,0,0.5
1237,195,3,411.6666666666667,138,1.4130434782608696,5.338461538461538,2,2,0,0.5
1661,269,4,414.5,187,1.4385026737967914,5.171003717472119,11,8,0,1.0
1142,184,3,380.0,127,1.4488188976377954,5.211956521739131,4,1,0,2.0
1333,207,3,443.6666666666667,136,1.5220588235294117,5.434782608695652,5,2,0,2.0
1421,239,4,354.5,159,1.5031446540880504,4.949790794979079,3,5,0,1.0
600,103,3,199.33333333333334,81,1.271604938271605,4.825242718446602,4,5,0,0.5
1143,193,4,285.0,127,1.5196850393700787,4.9119170984455955,5,7,0,1.0
1888,285,4,471.25,183,1.5573770491803278,5.617543859649123,7,3,0,1.0
1157,193,5,230.6,130,1.4846153846153847,5.0,3,6,0,1.0
1474,244,5,294.0,168,1.4523809523809523,5.036885245901639,15,2,0,0.5
1416,236,5,282.4,159,1.4842767295597483,4.991525423728813,3,7,0,0.5
1808,306,5,360.8,182,1.6813186813186813,4.911764705882353,5,1,0,2.0
1932,314,5,385.6,196,1.6020408163265305,5.156050955414012,3,2,0,2.0
1209,188,4,301.5,134,1.4029850746268657,5.4361702127659575,2,4,0,1.5
1516,245,3,504.6666666666667,144,1.7013888888888888,5.191836734693878,7,5,0,1.0
1411,226,6,234.33333333333334,154,1.4675324675324675,5.243362831858407,17,3,0,1.0
1232,206,4,307.25,134,1.537313432835821,4.970873786407767,5,3,0,1.0
905,149,3,301.0,95,1.568421052631579,5.080536912751678,1,5,0,1.0
1875,331,4,468.0,189,1.7513227513227514,4.661631419939577,6,4,0,1.0
1432,227,4,357.25,143,1.5874125874125875,5.308370044052864,5,3,0,0.5
2052,359,3,683.3333333333334,225,1.5955555555555556,4.704735376044568,14,7,0,1.0
1398,214,5,278.8,158,1.3544303797468353,5.537383177570093,0,2,0,1.0
1028,168,4,256.25,119,1.411764705882353,5.119047619047619,0,2,0,1.0
1604,275,3,534.0,166,1.6566265060240963,4.832727272727273,2,2,0,0.5
1412,232,5,281.6,156,1.4871794871794872,5.0905172413793105,3,0,0,1.5
1927,300,5,384.6,186,1.6129032258064515,5.426666666666667,1,3,0,2.0
1772,270,4,442.25,162,1.6666666666666667,5.562962962962963,3,3,0,1.5
1475,262,5,294.2,163,1.607361963190184,4.629770992366412,10,8,0,0.5
1340,223,4,334.25,151,1.4768211920529801,5.00896860986547,3,4,0,1.0
1411,226,4,352.0,150,1.5066666666666666,5.234513274336283,5,5,0,1.5
1163,206,4,290.0,130,1.5846153846153845,4.650485436893204,2,4,0,1.5
1627,271,5,324.6,158,1.7151898734177216,5.0,4,6,0,0.5
1803,294,5,359.8,168,1.75,5.136054421768708,7,6,0,1.5
1442,244,1,1442.0,158,1.5443037974683544,4.909836065573771,3,9,0,0.0
1424,237,4,355.25,153,1.5490196078431373,5.012658227848101,4,4,0,1.0
1385,231,4,345.5,160,1.44375,5.0,4,2,0,1.5
1463,227,4,365.0,158,1.4367088607594938,5.4493392070484585,10,5,0,1.0
1068,172,4,266.25,113,1.5221238938053097,5.209302325581396,4,5,0,1.0
1222,220,4,304.75,155,1.4193548387096775,4.5590909090909095,7,0,0,1.5
1497,247,3,498.3333333333333,153,1.6143790849673203,5.05668016194332,3,9,0,0.5
1293,203,4,322.5,150,1.3533333333333333,5.364532019704433,6,8,0,1.0
1544,261,6,256.5,175,1.4914285714285713,4.908045977011494,1,8,0,1.0
1287,204,4,321.0,145,1.4068965517241379,5.313725490196078,5,1,0,1.5
1477,237,2,738.0,165,1.4363636363636363,5.223628691983122,8,17,0,0.5
1660,280,4,414.25,190,1.4736842105263157,4.932142857142857,3,5,0,1.5
1716,285,5,342.4,186,1.532258064516129,5.014035087719298,12,8,0,0.0
1150,199,4,286.75,130,1.5307692307692307,4.78391959798995,6,6,0,0.5
871,147,5,173.4,102,1.4411764705882353,4.931972789115647,3,6,0,0.5
1944,313,4,485.25,192,1.6302083333333333,5.214057507987221,7,10,0,1.5
823,145,2,411.0,103,1.4077669902912622,4.682758620689655,1,4,0,0.0
1030,157,5,205.2,121,1.2975206611570247,5.560509554140127,7,5,0,0.5
1516,256,4,378.25,166,1.5421686746987953,4.921875,10,23,0,0.5
440,72,3,146.0,59,1.2203389830508475,5.125,1,10,0,0.0
1770,285,4,441.75,178,1.601123595505618,5.207017543859649,2,3,0,1.0
1865,311,4,465.5,198,1.5707070707070707,4.993569131832797,3,4,0,1.0
1533,253,4,382.5,161,1.5714285714285714,5.059288537549407,4,1,0,1.5
912,152,4,227.25,104,1.4615384615384615,5.006578947368421,3,5,0,1.0
1222,210,4,304.75,142,1.4788732394366197,4.8238095238095235,1,3,0,0.5
1574,264,1,1574.0,165,1.6,4.965909090909091,8,6,0,1.0
2453,399,5,489.8,226,1.7654867256637168,5.145363408521304,10,4,0,1.5
1337,207,5,266.6,138,1.5,5.454106280193237,6,9,0,1.0
1541,247,4,384.5,174,1.4195402298850575,5.238866396761134,15,22,0,0.5
304,46,1,304.0,40,1.15,5.608695652173913,0,2,0,0.5
1507,250,5,300.6,151,1.6556291390728477,5.032,6,4,0,1.0
981,167,4,244.5,117,1.4273504273504274,4.874251497005988,7,8,0,0.0
2311,373,4,577.0,238,1.5672268907563025,5.190348525469169,10,5,0,0.5
1877,313,4,468.5,175,1.7885714285714285,5.0,5,11,0,1.0
2009,308,4,501.5,214,1.439252336448598,5.512987012987013,17,6,0,1.0
1715,278,4,428.0,174,1.5977011494252873,5.154676258992806,7,8,0,0.5
1775,276,5,354.2,174,1.5862068965517242,5.427536231884058,17,8,0,1.0
1544,238,5,308.0,150,1.5866666666666667,5.491596638655462,3,2,0,1.0
993,151,4,247.5,108,1.3981481481481481,5.576158940397351,7,1,0,0.5
1764,273,5,352.0,186,1.467741935483871,5.465201465201465,9,3,0,1.0
2006,327,5,400.4,207,1.5797101449275361,5.137614678899083,7,1,0,1.5
1353,223,4,337.5,140,1.5928571428571427,5.062780269058296,2,5,0,1.0
1212,192,4,302.25,138,1.391304347826087,5.3125,7,2,0,0.5
1529,241,7,217.57142857142858,163,1.478527607361963,5.348547717842323,3,6,0,0.5
1236,208,4,308.25,122,1.7049180327868851,4.9326923076923075,2,11,0,1.0
1350,215,5,269.2,155,1.3870967741935485,5.283720930232558,3,2,0,0.5
2334,378,5,466.0,221,1.7104072398190044,5.171957671957672,4,14,0,1.0
1864,301,5,372.0,181,1.6629834254143647,5.192691029900332,8,12,0,1.0
1605,254,5,320.2,169,1.5029585798816567,5.31496062992126,2,8,0,1.0
2049,322,4,511.5,207,1.5555555555555556,5.363354037267081,8,13,0,0.5
1946,308,4,485.75,190,1.6210526315789473,5.318181818181818,4,4,0,1.5
1169,193,3,389.0,132,1.4621212121212122,5.062176165803109,3,3,0,0.5
1235,193,4,308.0,155,1.2451612903225806,5.398963730569948,11,5,0,0.5
1401,221,5,279.4,160,1.38125,5.343891402714932,4,5,0,1.0
1060,177,4,264.25,114,1.5526315789473684,4.994350282485875,2,6,0,0.5
2229,371,5,445.0,230,1.6130434782608696,5.008086253369272,7,7,0,0.5
1048,165,5,208.8,122,1.3524590163934427,5.357575757575757,3,9,0,0.5
1283,214,4,320.0,158,1.3544303797468353,5.0,6,6,0,1.0
1793,288,4,447.5,188,1.5319148936170213,5.229166666666667,10,10,0,0.5
1181,180,5,235.4,125,1.44,5.566666666666666,0,1,0,1.0
1742,282,4,434.75,164,1.7195121951219512,5.177304964539007,11,6,0,1.0
1219,204,3,405.6666666666667,143,1.4265734265734267,4.980392156862745,2,4,0,1.0
1597,253,4,398.5,161,1.5714285714285714,5.316205533596838,5,9,0,1.0
1359,216,5,271.0,151,1.4304635761589404,5.291666666666667,3,12,0,1.0
2783,451,4,695.0,263,1.714828897338403,5.172949002217295,10,4,0,2.0
1478,263,4,368.75,158,1.6645569620253164,4.61596958174905,4,6,0,1.0
1906,316,4,475.75,183,1.726775956284153,5.022151898734177,4,11,0,1.0
1447,241,4,361.0,145,1.6620689655172414,5.008298755186722,4,4,0,1.5
1377,210,4,343.5,146,1.4383561643835616,5.561904761904762,5,5,0,1.5
1375,228,5,274.2,149,1.5302013422818792,5.030701754385965,6,6,0,1.5
1126,185,3,374.6666666666667,130,1.4230769230769231,5.081081081081081,3,8,0,1.0
890,148,4,221.75,106,1.3962264150943395,5.02027027027027,1,3,0,1.0
2031,317,4,507.0,210,1.5095238095238095,5.406940063091483,3,3,0,2.0
1705,307,6,283.3333333333333,172,1.7848837209302326,4.55700325732899,6,13,0,1.0
2006,337,4,500.75,202,1.6683168316831682,4.955489614243324,15,3,0,1.5
1595,253,4,398.0,161,1.5714285714285714,5.308300395256917,13,1,0,2.0
910,150,4,226.75,108,1.3888888888888888,5.066666666666666,0,3,0,0.5
1591,277,5,317.4,165,1.6787878787878787,4.743682310469314,0,6,0,1.0
1147,194,5,228.6,130,1.4923076923076923,4.917525773195877,1,4,0,1.5
986,181,3,328.0,123,1.4715447154471544,4.447513812154696,17,13,0,0.5
1295,218,4,323.0,146,1.4931506849315068,4.940366972477064,9,9,0,1.0
1285,218,4,320.5,141,1.5460992907801419,4.894495412844036,3,2,0,1.5
1428,248,4,356.25,168,1.4761904761904763,4.762096774193548,13,10,0,0.5
1094,188,4,272.75,122,1.540983606557377,4.8138297872340425,3,1,0,1.0
1178,182,4,293.75,132,1.378787878787879,5.478021978021978,2,2,0,1.0
1759,282,4,439.0,190,1.4842105263157894,5.226950354609929,6,8,0,1.0
1583,280,3,527.0,164,1.7073170731707317,4.646428571428571,1,16,0,0.5
950,157,4,236.75,103,1.5242718446601942,5.057324840764331,4,3,0,0.5
1187,197,4,296.0,130,1.5153846153846153,5.025380710659898,7,3,0,1.0
834,144,1,834.0,102,1.411764705882353,4.791666666666667,2,5,0,1.0
1618,267,4,403.75,172,1.552325581395349,5.059925093632959,6,6,0,1.0
1373,232,4,342.5,148,1.5675675675675675,4.922413793103448,8,5,0,1.0
1380,217,4,344.25,153,1.4183006535947713,5.364055299539171,1,6,0,1.0
1718,298,4,428.75,187,1.5935828877005347,4.768456375838926,4,8,0,1.0
1863,320,5,371.8,190,1.6842105263157894,4.821875,9,3,0,1.0
1005,169,4,250.5,106,1.5943396226415094,4.93491124260355,5,7,0,1.0
1118,187,5,222.8,131,1.4274809160305344,4.973262032085562,0,4,0,1.0
1524,259,5,304.0,171,1.5146198830409356,4.884169884169884,5,7,0,1.0
1619,263,4,404.0,166,1.5843373493975903,5.152091254752852,7,4,0,1.0
1045,168,4,260.5,125,1.344,5.220238095238095,1,0,0,0.5
1255,214,4,313.0,141,1.5177304964539007,4.869158878504673,5,15,0,0.5
1293,211,4,322.5,133,1.586466165413534,5.127962085308057,1,1,0,0.0
1086,186,3,361.3333333333333,121,1.537190082644628,4.844086021505376,1,1,0,0.0
1729,296,4,431.5,178,1.6629213483146068,4.837837837837838,9,3,0,0.5
1979,324,5,395.0,199,1.6281407035175879,5.111111111111111,10,3,0,1.0
1735,270,5,346.2,196,1.3775510204081634,5.4222222222222225,11,4,0,1.0
1739,282,3,579.0,189,1.492063492063492,5.166666666666667,5,4,0,1.0
1306,229,4,325.75,146,1.5684931506849316,4.707423580786026,3,6,0,1.0
1809,303,5,361.0,186,1.6290322580645162,4.963696369636963,9,7,0,0.5
1337,206,4,333.5,146,1.4109589041095891,5.480582524271845,12,4,0,1.0
1858,307,5,370.8,185,1.6594594594594594,5.055374592833876,7,2,0,1.0
987,163,4,246.0,119,1.3697478991596639,5.061349693251533,6,3,0,1.0
1219,196,4,304.0,136,1.4411764705882353,5.209183673469388,9,5,0,1.0
1267,197,4,316.0,140,1.4071428571428573,5.431472081218274,7,3,0,1.5
1809,296,4,451.5,194,1.5257731958762886,5.114864864864865,6,4,0,1.5
1827,293,4,456.0,191,1.5340314136125655,5.238907849829351,8,1,0,1.0
1616,249,4,403.25,172,1.447674418604651,5.48995983935743,8,14,0,0.5
1283,195,4,320.0,148,1.3175675675675675,5.574358974358974,6,3,0,1.0
965,160,5,192.2,112,1.4285714285714286,5.0375,9,3,0,1.0
1118,190,4,278.75,134,1.4179104477611941,4.889473684210526,6,6,0,1.0
1112,188,6,184.5,134,1.4029850746268657,4.914893617021277,5,9,0,0.5
1594,258,4,397.75,175,1.4742857142857142,5.170542635658915,15,15,0,1.0
1118,171,5,222.8,123,1.3902439024390243,5.538011695906433,3,5,0,0.5
1123,179,3,373.6666666666667,128,1.3984375,5.279329608938547,6,3,0,0.5
1429,213,4,356.5,162,1.3148148148148149,5.713615023474178,12,5,0,1.0
1644,267,5,328.0,180,1.4833333333333334,5.149812734082397,4,3,0,1.0
1327,224,6,220.33333333333334,161,1.391304347826087,4.928571428571429,5,4,0,1.5
1191,196,1,1191.0,138,1.4202898550724639,5.071428571428571,7,6,0,1.0
1136,191,4,283.25,144,1.3263888888888888,4.947643979057592,6,8,0,1.0
1295,211,5,258.2,145,1.4551724137931035,5.137440758293839,2,4,0,1.0
1051,165,2,525.0,129,1.2790697674418605,5.36969696969697,16,6,0,1.0
1149,182,4,286.5,136,1.338235294117647,5.318681318681318,4,3,0,1.0
1574,269,4,392.75,189,1.4232804232804233,4.855018587360595,12,8,0,1.0
2289,353,4,571.5,242,1.4586776859504131,5.484419263456091,21,0,0,2.0
1674,290,4,417.75,181,1.6022099447513811,4.775862068965517,9,6,0,1.0
951,158,3,316.3333333333333,108,1.462962962962963,5.012658227848101,3,9,0,0.5
1333,232,5,265.8,156,1.4871794871794872,4.745689655172414,4,3,0,1.0
822,145,4,204.75,108,1.3425925925925926,4.675862068965517,1,1,0,0.0
1840,307,4,459.25,200,1.535,4.990228013029316,13,13,0,0.5
1173,170,4,292.5,134,1.2686567164179106,5.905882352941177,11,4,0,1.0
1762,269,4,439.75,173,1.5549132947976878,5.553903345724907,4,4,0,1.0
774,125,5,154.0,91,1.3736263736263736,5.2,0,4,0,0.5
986,153,5,196.4,121,1.2644628099173554,5.444444444444445,5,7,0,1.0
2470,396,4,616.75,248,1.596774193548387,5.23989898989899,10,12,0,1.5
1816,292,4,453.25,184,1.5869565217391304,5.222602739726027,7,2,0,1.0
